match,insertion,deletion,soft_clipping,NM,lengths,INS_readLength,DEL_readLength,NM_INS_DEL
24144,234.0,53.0,1888.0,448,24378,0.009598818606940684,0.002174091393879728,161.0
21385,12.0,109.0,3906.0,256,21397,0.0005608262840585129,0.005094172080198159,135.0
25146,388.0,151.0,10372.0,681,25534,0.015195425706900603,0.005913683715829874,142.0
25850,45.0,31.0,0.0,162,25895,0.0017377872176095772,0.0011971423054643754,86.0
29367,237.0,335.0,0.0,927,29604,0.008005674908796109,0.011316038373192812,355.0
40158,109.0,126.0,10038.0,486,40267,0.0027069312340129636,0.003129113169592967,251.0
39070,15.0,33.0,16066.0,96,39085,0.0003837789433286427,0.000844313675323014,48.0
39357,179.0,186.0,0.0,474,39536,0.0045275192229866455,0.004704573047349251,109.0
46716,77.0,115.0,0.0,363,46793,0.001645545273865749,0.0024576325518774174,171.0
69884,176.0,813.0,0.0,1466,70060,0.0025121324578932344,0.011604339137881815,477.0
96554,118.0,649.0,49259.0,1325,96672,0.0012206223104932142,0.006713422707712678,558.0
64762,45.0,374.0,14482.0,627,64807,0.0006943694354004968,0.0057709815297730185,208.0
12060,42.0,290.0,0.0,399,12102,0.0034705007436787306,0.02396298132540076,67.0
69387,397.0,302.0,12960.0,828,69784,0.005688983147999541,0.004327639573541213,129.0
66409,301.0,356.0,73510.0,910,66710,0.004512067156348373,0.005336531254684455,253.0
34374,268.0,425.0,15023.0,1013,34642,0.007736273887188961,0.012268344783788465,320.0
35966,149.0,96.0,6858.0,381,36115,0.004125709538972726,0.002658175273432092,136.0
16091,51.0,51.0,0.0,119,16142,0.0031594597943253623,0.0031594597943253623,17.0
22690,126.0,129.0,0.0,372,22816,0.005522440392706872,0.0056539270687237025,117.0
72253,429.0,264.0,264895.0,920,72682,0.005902424259101291,0.003632261082523871,227.0
504974,3789.0,2665.0,1285532.0,7806,508763,0.007447475543622473,0.005238195387636286,1352.0
43875,1573.0,1412.0,42442.0,7887,45448,0.03461098398169336,0.031068473860235875,4902.0
458473,1064.0,760.0,2818424.0,2578,459537,0.0023153739524782555,0.001653838537484468,754.0
863068,194.0,279.0,6078256.0,672,863262,0.00022472899305193557,0.0003231927271210826,199.0
46840,65.0,64.0,0.0,145,46905,0.0013857797676153929,0.0013644600788828482,16.0
53527,24.0,71.0,0.0,104,53551,0.0004481709025041549,0.001325838919908125,9.0
45174,9.0,18.0,0.0,32,45183,0.00019918996082597437,0.00039837992165194875,5.0
140337,21.0,154.0,0.0,261,140358,0.000149617406916599,0.0010971943173883926,86.0
1239002,9803.0,9433.0,2089060.0,24173,1248805,0.007849904508710327,0.0075536212619264015,4937.0
68372,97.0,163.0,15590.0,919,68469,0.0014166995282536622,0.002380639413457185,659.0
31389,36.0,48.0,388.0,375,31425,0.0011455847255369927,0.0015274463007159905,291.0
34094,36.0,76.0,0.0,216,34130,0.001054790506885438,0.002226779958980369,104.0
27860,33.0,48.0,0.0,220,27893,0.0011830925321765317,0.0017208618649840462,139.0
87869,107.0,227.0,0.0,642,87976,0.00121624079294353,0.002580249158861508,308.0
62983,73.0,102.0,24447.0,509,63056,0.001157701091093631,0.0016176097437198681,334.0
42667,125.0,257.0,0.0,549,42792,0.002921106748925033,0.006005795475789867,167.0
1587481,1245.0,1036.0,26864109.0,2921,1588726,0.0007836467710605856,0.0006520948231476038,640.0
2952432,38838.0,38458.0,34933040.0,94909,2991270,0.012983782807971196,0.012856746465548078,17613.0
5953,154.0,68.0,22391.0,556,6107,0.025216964139512035,0.011134763386278041,334.0
135467,32.0,59.0,0.0,283,135499,0.00023616410453213677,0.00043542756773112714,192.0
140141,13.0,61.0,0.0,177,140154,9.275511223368581e-05,0.0004352355266349872,103.0
2913257,1177.0,1211.0,17381089.0,4845,2914434,0.0004038520000796038,0.0004155180731490231,2457.0
1635835,1003.0,715.0,2933331.0,3348,1636838,0.0006127668101547008,0.0004368178158131715,1630.0
111403,82.0,124.0,0.0,288,111485,0.0007355249585145984,0.0011122572543391487,82.0
35916,21.0,593.0,0.0,696,35937,0.0005843559562567827,0.016501099145727244,82.0
13594,29.0,49.0,4495.0,81,13623,0.0021287528444542316,0.0035968582544226675,3.0
1876802,5917.0,5307.0,9714338.0,14548,1882719,0.003142795074570342,0.0028187955823465957,3324.0
153608,201.0,236.0,109416.0,934,153809,0.001306815595966426,0.0015343705504879427,497.0
233135,130.0,221.0,0.0,689,233265,0.0005573060682056889,0.000947420315949671,338.0
41197,165.0,133.0,0.0,450,41362,0.003989168802282288,0.003215511822445723,152.0
85411,11.0,51.0,39286.0,85,85422,0.00012877244737889536,0.0005970358923930604,23.0
55930,31.0,267.0,9022.0,609,55961,0.0005539572202069298,0.004771179928879041,311.0
18178,37.0,40.0,0.0,82,18215,0.002031292890474883,0.0021959923140269007,5.0
123261,34.0,85.0,0.0,125,123295,0.00027576138529542964,0.0006894034632385741,6.0
95140,81.0,200.0,0.0,606,95221,0.0008506526921582424,0.0021003770176746725,325.0
39252,12.0,32.0,29936.0,52,39264,0.0003056234718826406,0.0008149959250203749,8.0
74801,59.0,343.0,55822.0,458,74860,0.0007881378573336896,0.004581886187550094,56.0
98497,164.0,161.0,51919.0,792,98661,0.001662257629661163,0.0016318504778990684,467.0
46837,38.0,185.0,0.0,240,46875,0.0008106666666666667,0.003946666666666667,17.0
66789,34.0,76.0,0.0,268,66823,0.000508806847941577,0.0011373329542223485,158.0
42733,21.0,108.0,0.0,149,42754,0.0004911821116152875,0.0025260794311643357,20.0
121068,57.0,138.0,43381.0,426,121125,0.00047058823529411766,0.0011393188854489165,231.0
157140,173.0,418.0,6649.0,1022,157313,0.0010997183958096279,0.002657123060395517,431.0
250682,49.0,138.0,7876.0,287,250731,0.00019542856687047074,0.000550390657716836,100.0
28000,13.0,94.0,0.0,427,28013,0.0004640702530967765,0.003355584907007461,320.0
45619,12.0,168.0,0.0,780,45631,0.00026297911507527775,0.0036817076110538887,600.0
45324,141.0,122.0,0.0,1765,45465,0.0031012867040580666,0.002683382821950951,1502.0
40210,295.0,241.0,16264.0,1142,40505,0.007283051475126528,0.0059498827305270955,606.0
17187,65.0,1281.0,701.0,2032,17252,0.0037676791096684444,0.0742522606074658,686.0
19659,98.0,234.0,237.0,1107,19757,0.004960267247051678,0.011843903426633598,775.0
16418,25.0,486.0,64.0,1053,16443,0.001520403819254394,0.029556650246305417,542.0
9907,30.0,101.0,41.0,455,9937,0.00301901982489685,0.010164033410486063,324.0
8036,34.0,60.0,0.0,376,8070,0.004213135068153655,0.007434944237918215,282.0
15137,81.0,125.0,296.0,764,15218,0.005322644237087659,0.008213957155999475,558.0
13015,14.0,2.0,10611.0,124,13029,0.0010745260572568884,0.00015350372246526978,108.0
15508,21.0,511.0,11556.0,651,15529,0.0013523085839397258,0.03290617554253333,119.0
41381,7.0,359.0,5763.0,658,41388,0.00016913114912535035,0.008674011790857254,292.0
29570,39.0,1033.0,4974.0,1410,29609,0.0013171670775777636,0.03488804079840589,338.0
44870,391.0,521.0,4.0,3673,45261,0.008638783942025142,0.011511013897174167,2761.0
46674,371.0,273.0,0.0,3467,47045,0.007886066532043788,0.005802954617919014,2823.0
56866,61.0,1166.0,0.0,4300,56927,0.0010715477717076255,0.020482372160837564,3073.0
43194,723.0,688.0,15.0,4082,43917,0.016462873147072888,0.01566591524922012,2671.0
44097,45.0,417.0,332.0,3513,44142,0.0010194372706266142,0.00944678537447329,3051.0
66787,479.0,688.0,183.0,5455,67266,0.007120982368507121,0.010228049832010228,4288.0
55746,135.0,319.0,11180.0,4615,55881,0.002415847962634885,0.005708559259855765,4161.0
41085,54.0,132.0,0.0,2998,41139,0.0013126230584117262,0.0032086341427842195,2812.0
23401,22.0,27.0,0.0,1716,23423,0.0009392477479400589,0.0011527131451991631,1667.0
44924,37.0,75.0,10.0,3452,44961,0.0008229354329307622,0.0016681123640488423,3340.0
31457,161.0,146.0,0.0,2366,31618,0.00509203618192169,0.0046176228730469985,2059.0
19017,4.0,167.0,29.0,1049,19021,0.0002102938857052731,0.008779769728195153,878.0
42770,54.0,168.0,3034.0,3234,42824,0.0012609751541191854,0.003923033812815244,3012.0
50104,56.0,214.0,166.0,3662,50160,0.0011164274322169058,0.004266347687400319,3392.0
30974,1.0,211.0,0.0,1840,30975,3.228410008071025e-05,0.006811945117029863,1628.0
28841,2.0,121.0,0.0,1627,28843,6.934091460666366e-05,0.004195125333703151,1504.0
29943,18.0,94.0,53.0,1704,29961,0.0006007810153199159,0.003137411968892894,1592.0
23371,69.0,116.0,0.0,1519,23440,0.0029436860068259387,0.004948805460750853,1334.0
45581,51.0,70.0,0.0,3253,45632,0.0011176367461430575,0.0015340112201963534,3132.0
22060,4.0,88.0,0.0,1190,22064,0.00018129079042784627,0.003988397389412618,1098.0
48044,86.0,208.0,0.0,3781,48130,0.0017868273426137544,0.004321628921670476,3487.0
40643,11.0,185.0,0.0,2133,40654,0.000270576081074433,0.004550597727160919,1937.0
21110,10.0,53.0,214.0,1500,21120,0.0004734848484848485,0.002509469696969697,1437.0
40585,42.0,350.0,0.0,2362,40627,0.001033795259310311,0.00861496049425259,1970.0
39731,18.0,119.0,45.0,2510,39749,0.0004528415809202747,0.0029937860071951494,2373.0
15443,9.0,24.0,0.0,936,15452,0.0005824488739321771,0.001553196997152472,903.0
22922,2.0,104.0,0.0,1273,22924,8.724480893386844e-05,0.004536730064561159,1167.0
38858,4.0,142.0,0.0,2116,38862,0.00010292831043178426,0.0036539550203283414,1970.0
20185,9.0,58.0,0.0,1157,20194,0.00044567693374269584,0.002872140239675151,1090.0
43294,32.0,250.0,0.0,3251,43326,0.0007385865300281586,0.0057702072658449895,2969.0
19786,18.0,91.0,0.0,1059,19804,0.0009089072914562715,0.004595031306806705,950.0
33730,52.0,225.0,0.0,2308,33782,0.00153928127405127,0.0066603516665679945,2031.0
6286,3.0,343.0,6.0,575,6289,0.0004770233741453331,0.054539672443949756,229.0
34470,61.0,1230.0,1555.0,3238,34531,0.0017665286264515942,0.035620167385827226,1947.0
32483,75.0,185.0,205.0,3414,32558,0.002303581301062719,0.00568216720928804,3154.0
24979,3.0,98.0,0.0,1350,24982,0.00012008646225282203,0.0039228244335921866,1249.0
25430,18.0,33.0,0.0,1688,25448,0.0007073247406475951,0.001296762024520591,1637.0
45385,675.0,904.0,0.0,4199,46060,0.014654798089448546,0.019626574033868867,2620.0
45179,60.0,127.0,0.0,3243,45239,0.0013262892636884105,0.0028073122748071356,3056.0
42433,67.0,145.0,10.0,3208,42500,0.0015764705882352942,0.003411764705882353,2996.0
55549,430.0,522.0,10.0,4824,55979,0.0076814519730613266,0.009324925418460495,3872.0
30095,11.0,66.0,0.0,2437,30106,0.00036537567262339733,0.002192254035740384,2360.0
37532,8.0,114.0,0.0,1988,37540,0.0002131060202450719,0.003036760788492275,1866.0
32633,68.0,150.0,13.0,2346,32701,0.002079447111709122,0.004587015687593652,2128.0
39399,351.0,339.0,0.0,3026,39750,0.008830188679245283,0.008528301886792452,2336.0
73086,424.0,359.0,3.0,6006,73510,0.0057679227316011425,0.004883689293973609,5223.0
32089,101.0,275.0,0.0,2072,32190,0.0031376203789996895,0.008543025784405094,1696.0
29415,14.0,1087.0,9.0,2470,29429,0.0004757212273607666,0.03693635529579666,1369.0
27006,31.0,168.0,0.0,2020,27037,0.0011465769131190592,0.006213707142064579,1821.0
35215,25.0,94.0,0.0,2424,35240,0.0007094211123723042,0.002667423382519864,2305.0
72459,732.0,995.0,0.0,5901,73191,0.010001229659384351,0.01359456763809758,4174.0
120510,1044.0,995.0,4141.0,11573,121554,0.00858877535909966,0.008185662339371801,9534.0
21556,26.0,62.0,0.0,1516,21582,0.0012047076267259753,0.002872764340654249,1428.0
86016,779.0,1044.0,159.0,7319,86795,0.00897517138083991,0.01202834264646581,5496.0
82578,113.0,338.0,27.0,6820,82691,0.001366533238200046,0.004087506500102792,6369.0
23504,7.0,93.0,12.0,1295,23511,0.00029773297605376205,0.003955595253285696,1195.0
18980,64.0,1092.0,21.0,2280,19044,0.0033606385213190504,0.0573408947700063,1124.0
