NM,length,ratio
448,24378,0.0183772253671343
256,21397,0.0119642940599149
681,25534,0.0266703219237096
162,25895,0.00625603398339448
927,29604,0.0313133360356709
486,40267,0.0120694365112872
96,39085,0.00245618523730331
474,39536,0.0119890732496965
363,46793,0.00775757057679568
1466,70060,0.0209249214958607
1325,96672,0.0137061403508772
627,64807,0.00967488079991359
399,12102,0.0329697570649479
828,69784,0.0118651839963315
910,66710,0.0136411332633788
1013,34642,0.0292419606258299
381,36115,0.0105496331164336
119,16142,0.00737207285342585
372,22816,0.016304347826087
920,72682,0.0126578795300074
7806,508763,0.0153430968840108
7887,45448,0.173538989614505
2578,459537,0.00560999440741442
672,863262,0.000778442697581962
145,46905,0.00309135486621895
104,53551,0.00194207391085134
32,45183,0.000708230971825687
261,140358,0.00185953062882059
24173,1248805,0.0193569052013725
919,68469,0.0134221326439703
375,31425,0.0119331742243437
216,34130,0.00632874304131263
220,27893,0.00788728354784355
642,87976,0.00729744475766118
509,63056,0.00807218979954326
549,42792,0.0128295008412787
2921,1588726,0.00183858009499435
94909,2991270,0.0317286637448308
556,6107,0.0910430653348616
283,135499,0.00208857629945608
177,140154,0.0012628965281048
4845,2914434,0.00166241541239225
3348,1636838,0.00204540705922028
288,111485,0.00258330717136835
696,35937,0.0193672259787962
81,13623,0.00594582691037217
14548,1882719,0.00772712231618208
934,153809,0.00607246650065991
689,233265,0.00295372216149015
450,41362,0.0108795512789517
85,85422,0.000995059820655101
609,55961,0.0108825789389039
82,18215,0.00450178424375515
125,123295,0.00101382862240967
606,95221,0.00636414236355426
52,39264,0.00132436837815811
458,74860,0.00611808709591237
792,98661,0.00802748806519293
240,46875,0.00512
268,66823,0.00401059515436302
149,42754,0.00348505403003228
426,121125,0.00351702786377709
1022,157313,0.00649660231512971
287,250731,0.00114465303452704
427,28013,0.0152429229286403
780,45631,0.0170936424798931
1765,45465,0.0388210711536347
1142,40505,0.0281940501172695
2032,17252,0.117783445397635
1107,19757,0.0560307739029205
1053,16443,0.0640394088669951
455,9937,0.0457884673442689
376,8070,0.0465923172242875
764,15218,0.0502037061374688
124,13029,0.00951723079284673
651,15529,0.0419215661021315
658,41388,0.0158983280177829
1410,29609,0.0476206558816576
3673,45261,0.081151543271249
3467,47045,0.0736953980231693
4300,56927,0.075535334726931
4082,43917,0.0929480611152857
3513,44142,0.0795840695935844
5455,67266,0.0810959474325811
4615,55881,0.0825862099819259
2998,41139,0.0728748875762658
1716,23423,0.0732613243393246
3452,44961,0.0767776517426214
2366,31618,0.0748307925865014
1049,19021,0.0551495715262079
3234,42824,0.0755184008966934
3662,50160,0.073006379585327
1840,30975,0.0594027441485069
1627,28843,0.0564088340325209
1704,29961,0.056873936116952
1519,23440,0.0648037542662116
3253,45632,0.0712876928471248
1190,22064,0.0539340101522843
3781,48130,0.078558071888635
2133,40654,0.0524671619028878
1500,21120,0.0710227272727273
2362,40627,0.0581386762497846
2510,39749,0.0631462426727716
936,15452,0.0605746828889464
1273,22924,0.0555313208864073
2116,38862,0.0544490762184139
1157,20194,0.0572942458155888
3251,43326,0.0750357752850482
1059,19804,0.053474045647344
2308,33782,0.0683204073175064
575,6289,0.0914294800445222
3238,34531,0.0937708146303322
3414,32558,0.104859020824375
1350,24982,0.0540389080137699
1688,25448,0.0663313423451745
4199,46060,0.0911636995223621
3243,45239,0.0716859347023586
3208,42500,0.0754823529411765
4824,55979,0.0861751728326694
2437,30106,0.0809473194712018
1988,37540,0.0529568460309004
2346,32701,0.0717409253539647
3026,39750,0.076125786163522
6006,73510,0.0817031696367841
2072,32190,0.064367816091954
2470,29429,0.0839308165415067
2020,27037,0.0747124311129193
2424,35240,0.0687854710556186
5901,73191,0.0806246669672501
11573,121554,0.0952087138226632
1516,21582,0.0702437216198684
7319,86795,0.0843251339362867
6820,82691,0.0824757228718966
1295,23511,0.055080600569946
2280,19044,0.119722747321991
1158,17533,0.0660468830205897
2001,19554,0.102332003682111
1118,15090,0.0740888005301524
1563,20959,0.0745741686149148
5023,64173,0.0782727938541131
637,5002,0.12734906037585
6005,67485,0.0889827369044973
310,5614,0.0552190951193445
2788,38483,0.0724475742535665
13305,152018,0.0875225302266837
4987,49271,0.101215725274502
1862,18369,0.101366432576624
4419,51396,0.0859794536539809
2023,32846,0.061590452414297
2047,29947,0.0683540922296056
1403,21914,0.0640229989960756
1445,23257,0.0621318312766049
1037,16485,0.0629056718228693
2208,28510,0.0774465099964925
3951,49032,0.0805800293685756
6554,70523,0.0929342200416885
1214,20640,0.0588178294573643
9026,109462,0.0824578392501507
1118,18093,0.0617918532028962
11058,118812,0.0930714069285931
695,10766,0.0645550808099573
224,5279,0.0424322788406895
121,3200,0.0378125
5093,64280,0.0792314872433105
