match,insertion,deletion,soft_clipping,NM,lengths,INS_readLength,DEL_readLength,NM_INS_DEL
4111,18.0,343,2217.0,763,4129,0.004359409057883265,0.08307096149188666,402.0
2008,71.0,18,14885.0,264,2079,0.034151034151034154,0.008658008658008658,175.0
1530,70.0,7,5016.0,195,1600,0.04375,0.004375,118.0
2009,70.0,17,33131.0,261,2079,0.03367003367003367,0.008177008177008177,174.0
2012,70.0,14,10390.0,263,2082,0.03362151777137368,0.0067243035542747355,179.0
2006,75.0,20,1829.0,279,2081,0.03604036520903412,0.009610764055742432,184.0
2003,71.0,23,9747.0,267,2074,0.034233365477338476,0.011089681774349084,173.0
2011,71.0,15,19855.0,261,2082,0.034101825168107586,0.007204610951008645,175.0
2009,70.0,17,55758.0,261,2079,0.03367003367003367,0.008177008177008177,174.0
2014,71.0,12,14731.0,258,2085,0.03405275779376499,0.0057553956834532375,175.0
2009,71.0,17,50045.0,263,2080,0.03413461538461538,0.008173076923076924,175.0
2011,71.0,15,34344.0,261,2082,0.034101825168107586,0.007204610951008645,175.0
2007,70.0,19,3720.0,264,2077,0.033702455464612424,0.0091478093403948,175.0
1984,74.0,19,5060.0,263,2058,0.03595724003887269,0.00923226433430515,170.0
1966,73.0,23,4785.0,268,2039,0.0358018636586562,0.011280039234919078,172.0
24524,293.0,130,4061.0,502,24817,0.011806423016480638,0.005238344683080147,79.0
24502,295.0,152,4062.0,526,24797,0.011896600395209098,0.006129773762955196,79.0
24516,301.0,138,4079.0,516,24817,0.01212878268928557,0.005560704355885079,77.0
23785,33.0,214,4928.0,334,23818,0.0013855067595935848,0.008984801410697792,87.0
968580,554.0,1996,3515987.0,4062,969134,0.000571644375287628,0.0020595707095200457,1512.0
20297,43.0,61,6233.0,170,20340,0.002114060963618486,0.0029990167158308752,66.0
27429,2.0,41,2566.0,81,27431,7.291021107506107e-05,0.0014946593270387517,38.0
1806703,745.0,2873,2627951.0,5903,1807448,0.0004121833657178519,0.0015895339727615954,2285.0
21580,23.0,95,922.0,153,21603,0.0010646669444058696,0.0043975373790677225,35.0
714683,543.0,1062,2179146.0,2491,715226,0.000759200588345502,0.0014848453495818106,886.0
969774,5187.0,6948,1562005.0,15256,974961,0.005320212808512341,0.0071264389037099946,3121.0
25982,6.0,171,9057.0,229,25988,0.00023087578882561183,0.006579959981529937,52.0
79088,94.0,872,0.0,1790,79182,0.0011871384910712031,0.01101260387461797,824.0
98656,68.0,668,51060.0,1108,98724,0.000688788946963251,0.0067663384789919375,372.0
21538,15.0,284,0.0,451,21553,0.0006959587992390851,0.01317681993226001,152.0
17564,153.0,318,8463.0,598,17717,0.008635773550826889,0.01794886267426765,127.0
107098,334.0,723,108586.0,1604,107432,0.0031089433315958,0.006729838409412466,547.0
29788,44.0,506,0.0,671,29832,0.0014749262536873156,0.01696165191740413,121.0
29764,35.0,529,0.0,678,29799,0.0011745360582569885,0.017752273566227054,114.0
48320,34.0,222,0.0,402,48354,0.0007031476196384994,0.004591140339992555,146.0
14116,6.0,52,0.0,76,14122,0.000424868998725393,0.003682197988953406,18.0
50767,75.0,393,16543.0,818,50842,0.0014751583336611463,0.0077298296683844065,350.0
25657,51.0,311,1085.0,585,25708,0.0019838182666874126,0.012097401587054614,223.0
25597,77.0,371,1081.0,700,25674,0.0029991431019708655,0.014450416764041442,252.0
25562,73.0,293,1875.0,603,25635,0.0028476692022625315,0.011429685976204407,237.0
25383,92.0,472,1793.0,802,25475,0.0036113837095191363,0.018527968596663395,238.0
23577,91.0,256,2.0,588,23668,0.0038448538110528985,0.010816292039885076,241.0
23387,69.0,446,2.0,807,23456,0.0029416780354706686,0.019014324693042293,292.0
87798,310.0,847,0.0,2074,88108,0.003518409225041994,0.009613201979388931,917.0
28663,44.0,264,1137.0,476,28707,0.0015327272093914376,0.009196363256348625,168.0
24947,39.0,197,0.0,370,24986,0.0015608740894901144,0.00788441527255263,134.0
43628,229.0,818,0.0,1652,43857,0.005221515379528923,0.018651526552203753,605.0
52231,31.0,378,41352.0,543,52262,0.0005931652060770733,0.007232788641843022,134.0
4529,2.0,10,3462.0,55,4531,0.0004414036636504083,0.0022070183182520413,43.0
7898,1.0,5,11414.0,9,7899,0.000126598303582732,0.0006329915179136599,3.0
24285,756.0,1788,277.0,3606,25041,0.03019048760033545,0.07140289924523781,1062.0
13272,849.0,741,4223.0,2230,14121,0.06012322073507542,0.05247503717867007,640.0
14210,644.0,715,3181.0,2394,14854,0.043355325164938736,0.04813518244243975,1035.0
13581,405.0,660,89.0,1626,13986,0.02895752895752896,0.04719004719004719,561.0
14758,375.0,979,0.0,2156,15133,0.024780281503997886,0.06469305491310381,802.0
13445,217.0,167,2425.0,1443,13662,0.015883472405211537,0.012223686136729615,1059.0
6125,16.0,45,912.0,482,6141,0.0026054388536069046,0.0073277967757694185,421.0
4663,6.0,62,214.0,302,4669,0.001285071749839366,0.013279074748340116,234.0
9003,223.0,175,10699.0,930,9226,0.02417082159115543,0.01896813353566009,532.0
9019,212.0,159,2886.0,908,9231,0.022966092514353807,0.017224569385765356,537.0
20851,384.0,453,23.0,1493,21235,0.01808335295502708,0.021332705439133504,656.0
2931,6.0,55,6.0,189,2937,0.0020429009193054137,0.018726591760299626,128.0
35350,2062.0,2694,21119.0,7145,37412,0.05511600555971346,0.07200898107559071,2389.0
67588,3425.0,4330,5135.0,11128,71013,0.04823060566375171,0.06097475110191092,3373.0
7088,44.0,55,7519.0,650,7132,0.0061693774537296695,0.007711721817162087,551.0
10731,193.0,376,253.0,1034,10924,0.01766752105455877,0.03441962651043574,465.0
14470,396.0,279,1134.0,1953,14866,0.026637965828064037,0.018767657742499663,1278.0
21889,624.0,783,51017.0,3201,22513,0.02771731888242349,0.034779904943810246,1794.0
41617,2923.0,2259,35815.0,7668,44540,0.06562640323304894,0.05071845532105972,2486.0
14047,367.0,168,8758.0,1603,14414,0.02546135701401415,0.011655335090883862,1068.0
5468,173.0,159,742.0,518,5641,0.030668321219641907,0.028186491756780712,186.0
10513,12.0,154,34139.0,322,10525,0.0011401425178147269,0.014631828978622329,156.0
17856,358.0,933,62451.0,1817,18214,0.01965521027780828,0.051224332930712636,526.0
77573,20.0,292,69310.0,375,77593,0.00025775520987717963,0.0037632260642068227,63.0
13101,2.0,20,39434.0,144,13103,0.00015263680073265663,0.0015263680073265664,122.0
5357,1.0,162,763.0,198,5358,0.0001866368047779022,0.030235162374020158,35.0
3677450,38332.0,40369,4480020.0,97073,3715782,0.010315998086001817,0.010864200321762687,18372.0
17149,5.0,265,0.0,310,17154,0.0002914772064824531,0.015448291943570013,40.0
23399,13.0,214,13.0,289,23412,0.0005552708012984795,0.0091406116521442,62.0
