match,insertion,deletion,soft_clipping,NM,lengths,INS_readLength,DEL_readLength,NM_INS_DEL
8770,30.0,159.0,12.0,591,8800,0.003409090909090909,0.018068181818181817,402.0
15128,22.0,134.0,9461.0,243,15150,0.0014521452145214522,0.008844884488448845,87.0
26312,44.0,216.0,0.0,314,26356,0.001669449081803005,0.008195477310669297,54.0
27425,910.0,906.0,14426.0,1887,28335,0.03211575789659432,0.03197458973001588,71.0
11931,345.0,244.0,0.0,616,12276,0.028103616813294232,0.019876181166503748,27.0
2660,6.0,86.0,0.0,98,2666,0.002250562640660165,0.03225806451612903,6.0
773,29.0,32.0,212.0,72,802,0.03615960099750624,0.0399002493765586,11.0
520,2.0,19.0,0.0,35,522,0.0038314176245210726,0.03639846743295019,14.0
61277,275.0,420.0,113060.0,852,61552,0.004467767091239927,0.006823498830257344,157.0
27701,87.0,642.0,16933.0,779,27788,0.003130847847991939,0.0231034979127681,50.0
19611,435.0,369.0,33488.0,854,20046,0.021700089793475007,0.018407662376533972,50.0
27223,445.0,400.0,6499.0,947,27668,0.016083562237964436,0.014457134595923089,102.0
17425,108.0,430.0,0.0,634,17533,0.00615981292420008,0.02452518108709291,96.0
1865,27.0,67.0,30.0,109,1892,0.01427061310782241,0.0354122621564482,15.0
90749,1307.0,2256.0,34913.0,3831,92056,0.014197879551577301,0.024506821934474666,268.0
17471,79.0,300.0,0.0,427,17550,0.004501424501424501,0.017094017094017096,48.0
27749,68.0,466.0,0.0,613,27817,0.0024445482978035014,0.016752345687888703,79.0
14701,394.0,764.0,1806.0,1209,15095,0.02610135806558463,0.050612785690626036,51.0
113746,1138.0,1632.0,65297.0,3124,114884,0.009905643953901326,0.01420563350858257,354.0
21063,19.0,89.0,28.0,131,21082,0.0009012427663409544,0.00422161085286026,23.0
33785,482.0,458.0,8064.0,1266,34267,0.014066011031021099,0.01336562873902005,326.0
16748,51.0,286.0,220.0,570,16799,0.003035894993749628,0.017024822906125364,233.0
6868,37.0,132.0,32.0,441,6905,0.005358435916002897,0.019116582186821145,272.0
16820,60.0,206.0,557.0,556,16880,0.0035545023696682463,0.012203791469194312,290.0
